,Unnamed: 0,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
29149,30836,20.0,4.7,Stormy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,27,20002.518719547505
29150,12224,20.0,4.2,Sandstorms,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,26,20002.519669456215
29151,23104,21.0,4.8,Sandstorms,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,18,20002.499367032717
29152,9583,33.0,4.0,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,54,20002.49738959167
29153,21015,25.0,4.6,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,22,20002.497560240714
29154,31846,38.0,4.6,Cloudy,High,2,Meal,scooter,0.0,No,Metropolitian,33,20002.520241272938
29155,27027,37.0,5.0,Sandstorms,High,0,Meal,motorcycle,0.0,No,Metropolitian,35,20002.517461901854
29156,44329,36.0,4.8,Sunny,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,22,20002.515926785007
29157,2251,32.0,5.0,Windy,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,25,20002.51966375658
29158,25601,35.0,4.4,Fog,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,32,20002.506171277768
29159,3670,32.0,3.9,Windy,Jam,1,Drinks,scooter,1.0,No,,38,20002.48764792747
29160,39184,33.0,4.6,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,43,20002.508240355703
29161,25401,28.0,4.7,Sandstorms,Jam,2,Buffet,motorcycle,0.0,No,Urban,24,20002.511432917407
29162,38420,33.0,4.8,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,26,20002.52024543789
29163,25212,38.0,4.6,Fog,Jam,2,Drinks,scooter,0.0,No,Metropolitian,42,20002.50894173106
29164,30725,29.0,4.5,Fog,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,11,20002.516073474595
29165,39619,23.0,4.8,Sunny,Low,0,Meal,motorcycle,0.0,No,Metropolitian,17,20002.520256208547
29166,13436,,,Cloudy,Medium,1,Buffet,motorcycle,1.0,No,,30,20002.50617081753
29167,37528,37.0,4.9,Sunny,Low,1,Meal,scooter,0.0,No,Urban,16,20002.515795294978
29168,17331,22.0,4.6,Sandstorms,Medium,1,Buffet,scooter,1.0,No,Metropolitian,29,20002.51589328481
29169,11689,34.0,4.9,Sunny,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,10,20002.519691293106
29170,23369,22.0,4.5,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Urban,25,20002.51968453452
29171,38672,34.0,4.6,Fog,Low,0,Meal,motorcycle,0.0,No,Metropolitian,23,20002.519649606602
29172,14196,23.0,4.7,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,24,20002.51879362922
29173,31816,21.0,4.5,Cloudy,Medium,1,Meal,scooter,0.0,,Metropolitian,12,20002.51881033418
29174,41038,30.0,4.9,Sunny,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,25,20002.518810485708
29175,20269,34.0,4.8,Fog,Jam,0,Meal,motorcycle,1.0,Yes,Urban,49,20002.508939612107
29176,45155,35.0,5.0,Stormy,Medium,0,Snack,motorcycle,2.0,No,Metropolitian,38,20002.51593923564
29177,12963,34.0,5.0,Fog,Jam,1,Buffet,scooter,1.0,No,Semi-Urban,49,20002.48764792747
29178,6697,20.0,5.0,Sunny,Jam,1,Drinks,scooter,1.0,No,Metropolitian,14,20002.508012619965
29179,25820,23.0,4.8,Sunny,Medium,2,Snack,motorcycle,0.0,No,Urban,10,20002.489130799433
29180,42470,35.0,4.8,Fog,Low,0,Snack,motorcycle,1.0,No,Urban,40,20002.491987825393
29181,27867,24.0,4.8,Fog,Jam,2,Drinks,scooter,1.0,No,Metropolitian,23,20002.51362003115
29182,23515,39.0,4.6,Cloudy,Low,1,Buffet,scooter,1.0,No,Metropolitian,16,20002.514172304094
29183,17948,29.0,4.7,Stormy,Medium,0,Snack,motorcycle,1.0,No,Urban,29,20002.517485796245
29184,44025,21.0,4.5,Cloudy,High,1,Buffet,motorcycle,0.0,No,Metropolitian,20,20002.517379114433
29185,37466,27.0,4.9,Stormy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,20,20002.51871955747
29186,10750,33.0,4.5,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,20,20002.51382399127
29187,3320,24.0,4.8,Stormy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,23,20002.51569861108
29188,21576,35.0,4.3,Sandstorms,Jam,1,Snack,scooter,1.0,No,Metropolitian,34,20002.518723938887
29189,10464,37.0,4.6,Cloudy,High,2,Meal,scooter,1.0,No,Metropolitian,27,20002.51746179308
29190,30733,26.0,4.8,Stormy,Low,1,Snack,scooter,1.0,No,Metropolitian,19,20002.518858842705
29191,12446,29.0,4.6,Stormy,Low,1,Drinks,motorcycle,1.0,No,Urban,16,20002.505517726222
29192,4773,32.0,4.9,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,25,20002.51361994557
29193,41279,37.0,4.6,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,34,20002.50857205307
29194,37477,35.0,5.0,Sunny,Low,1,Snack,scooter,0.0,No,Urban,11,20002.5157943306
29195,31836,28.0,5.0,Fog,High,1,Buffet,motorcycle,0.0,No,Metropolitian,21,20002.517480981547
29196,38794,32.0,4.6,Cloudy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,45,20002.498656415075
29197,23916,26.0,4.9,Stormy,Low,2,Snack,scooter,0.0,No,Urban,16,20002.52023643159
29198,41662,30.0,5.0,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,27,20002.513549671898
29199,24143,25.0,4.6,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,29,20002.51595855965
29200,20981,21.0,4.7,Stormy,High,2,Snack,scooter,0.0,No,Urban,18,20002.52023499439
29201,30492,21.0,4.6,Cloudy,Jam,2,Snack,scooter,0.0,No,Metropolitian,33,20002.51163324785
29202,25993,27.0,4.1,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,33,20002.51871977676
29203,13560,35.0,4.2,Windy,Medium,2,Drinks,electric_scooter,0.0,No,Metropolitian,38,20002.497547782685
29204,2311,,,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,28,20002.518858553638
29205,28919,25.0,5.0,Sandstorms,Low,1,Buffet,scooter,1.0,No,Urban,12,20002.515576659665
29206,23380,30.0,4.6,Sunny,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,20,20002.51737851471
29207,29685,29.0,4.6,Sunny,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,11,20002.504715476327
29208,12658,31.0,4.4,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,35,20002.505423650484
29209,8391,25.0,4.9,Windy,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,25,20002.515837471765
29210,15167,30.0,4.5,Stormy,Jam,1,Buffet,motorcycle,1.0,No,Urban,26,20002.513799243494
29211,12916,22.0,4.8,Sunny,Low,1,Snack,scooter,1.0,No,Metropolitian,16,20002.520231456303
29212,2823,,,Sunny,Low,1,Snack,scooter,1.0,No,Metropolitian,17,20002.513620096815
29213,4551,39.0,4.3,Stormy,Jam,2,Meal,electric_scooter,1.0,Yes,Urban,42,20002.4988092106
29214,38104,33.0,4.9,Fog,High,2,Drinks,scooter,1.0,No,Metropolitian,26,20002.520231456303
29215,11437,37.0,4.5,Sandstorms,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,17,20002.49849372129
29216,20837,21.0,4.1,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,34,20002.515834126236
29217,42943,34.0,4.7,Sunny,Medium,1,Buffet,scooter,0.0,No,Metropolitian,19,20002.51732220814
29218,28477,25.0,4.7,Cloudy,Medium,2,Meal,electric_scooter,0.0,No,Metropolitian,13,20002.516196001685
29219,11353,24.0,4.7,Sandstorms,Jam,1,Snack,scooter,0.0,No,,23,20002.505425819396
29220,3749,20.0,4.8,Stormy,Low,2,Snack,scooter,0.0,No,Urban,10,20002.515687532457
29221,16821,30.0,4.9,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,29,20002.5141527484
29222,16532,21.0,4.7,Sandstorms,Low,2,Drinks,scooter,1.0,No,Urban,18,20002.511897235407
29223,27370,35.0,4.8,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,21,20002.51966376399
29224,8399,37.0,4.8,Windy,Low,2,Meal,scooter,0.0,No,,20,20002.51568757254
29225,9079,36.0,4.9,Fog,Jam,0,Drinks,motorcycle,2.0,Yes,Metropolitian,54,20002.51116250719
29226,524,20.0,4.9,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,36,20002.505511219344
29227,41729,27.0,4.9,Fog,Medium,1,Snack,scooter,0.0,No,Metropolitian,26,20002.51160884212
29228,30766,38.0,4.9,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,24,20002.52024937664
29229,25523,21.0,4.7,Fog,Jam,1,Snack,scooter,2.0,No,Metropolitian,41,20002.510921865294
29230,3727,28.0,4.9,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,26,20002.49739086113
29231,9472,30.0,4.3,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,29,20002.51970556749
29232,23183,28.0,5.0,Stormy,Medium,1,Snack,scooter,0.0,No,Metropolitian,22,20002.488491660803
29233,32890,38.0,4.3,Windy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,40,20002.515796080163
29234,20750,23.0,4.9,Sandstorms,Low,1,Meal,scooter,0.0,No,Urban,11,20002.51970014872
29235,30461,,,Sandstorms,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,26,20002.486284991304
29236,15620,39.0,4.9,Sunny,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,20,20002.49023243387
29237,2283,33.0,4.6,Sunny,Low,1,Buffet,scooter,0.0,No,Urban,23,20002.505076692953
29238,2302,39.0,4.5,Windy,Low,2,Meal,scooter,1.0,No,Metropolitian,18,20002.498721760985
29239,23781,33.0,4.8,Cloudy,Jam,1,Snack,scooter,1.0,No,Metropolitian,32,20002.518773535474
29240,3052,31.0,4.6,Stormy,Jam,2,Snack,scooter,0.0,No,Metropolitian,25,20002.51381781723
29241,14292,25.0,5.0,Stormy,Low,2,Meal,motorcycle,1.0,No,Metropolitian,17,20002.513618352663
29242,5820,22.0,4.9,Sandstorms,High,0,Snack,motorcycle,0.0,No,Metropolitian,16,20002.520236371543
29243,28036,24.0,5.0,Cloudy,Low,2,Meal,scooter,1.0,No,Metropolitian,27,20002.50882617388
29244,38374,29.0,5.0,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,38,20002.5085718556
29245,15173,24.0,4.9,Sunny,Jam,2,Buffet,scooter,1.0,No,Urban,17,20002.518805807336
29246,19950,,,,,3,Meal,motorcycle,1.0,No,Metropolitian,34,20002.50511043845
29247,48,39.0,4.2,Fog,Jam,2,Snack,scooter,1.0,No,Semi-Urban,49,20002.508012619965
29248,26708,,,Sunny,Medium,1,Drinks,scooter,0.0,No,Urban,19,20002.505114010644
29249,16885,37.0,4.8,Fog,Jam,0,Snack,motorcycle,1.0,Yes,Metropolitian,52,20002.48814461964
29250,31819,36.0,4.8,Cloudy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,29,20002.51593927406
29251,35953,36.0,4.9,Sunny,Jam,2,Meal,motorcycle,0.0,No,Metropolitian,15,20002.515893560296
29252,14345,27.0,4.7,Sandstorms,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,24,20002.50585180724
29253,229,32.0,4.8,Sunny,Jam,2,Meal,scooter,1.0,No,Metropolitian,25,20002.51186907041
29254,1211,22.0,4.7,Stormy,Medium,2,Meal,scooter,0.0,No,Metropolitian,24,20002.518774187352
29255,35592,22.0,4.7,Fog,Jam,2,Snack,scooter,1.0,Yes,Metropolitian,41,20002.497558892952
29256,8772,,,Stormy,Medium,0,Drinks,motorcycle,0.0,No,Urban,23,20002.508680451498
29257,33737,35.0,4.7,Sunny,Low,1,Meal,motorcycle,1.0,No,Metropolitian,16,20002.513621871403
29258,35775,37.0,4.7,Fog,Jam,2,Snack,scooter,0.0,No,Metropolitian,44,20002.511670982964
29259,29163,28.0,4.9,Sandstorms,Jam,2,Buffet,motorcycle,0.0,No,Metropolitian,26,20002.498812704423
29260,20689,34.0,4.6,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,26,20002.51109673025
29261,45079,23.0,4.8,Cloudy,High,2,Buffet,motorcycle,0.0,No,Urban,27,20002.520245435004
29262,17458,30.0,4.8,Stormy,Jam,1,Meal,motorcycle,1.0,No,Urban,32,20002.518858869953
29263,10942,21.0,4.7,Sandstorms,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,22,20002.511164656677
29264,1986,36.0,4.0,Sandstorms,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,33,20002.517566837272
29265,42629,34.0,5.0,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,46,20002.50965455953
29266,35712,37.0,4.8,Fog,Medium,1,Buffet,scooter,0.0,No,Metropolitian,19,20002.515576659665
29267,40426,21.0,4.8,Sandstorms,High,0,Buffet,motorcycle,0.0,No,Urban,16,20002.517489955728
29268,45310,21.0,4.6,Windy,Jam,0,Buffet,motorcycle,1.0,No,Urban,30,20002.515958554683
29269,25022,23.0,4.7,Windy,Jam,1,Meal,motorcycle,0.0,No,,19,20002.490108412072
29270,14016,30.0,4.0,Stormy,High,2,Buffet,electric_scooter,1.0,No,Metropolitian,32,20002.5173928428
29271,26746,26.0,4.8,Stormy,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,16,20002.51968892417
29272,37201,24.0,4.5,Fog,Jam,0,Meal,motorcycle,1.0,Yes,Metropolitian,47,20002.50512121858
29273,45224,38.0,4.8,Fog,Jam,1,Drinks,scooter,1.0,No,Metropolitian,36,20002.49881216858
29274,36929,28.0,4.6,Sandstorms,Low,2,Snack,scooter,,No,Urban,13,20002.520246698172
29275,3117,38.0,4.6,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,36,20002.513899782825
29276,17509,33.0,3.9,Fog,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,34,20002.49756360721
29277,11232,38.0,4.8,Sandstorms,Low,1,Drinks,scooter,1.0,No,Urban,23,20002.520245704258
29278,38090,23.0,4.9,Sandstorms,Low,1,Buffet,scooter,1.0,No,Urban,12,20002.520236353597
29279,13753,24.0,4.8,Cloudy,Medium,1,Meal,scooter,0.0,No,Metropolitian,29,20002.511350864854
29280,40040,25.0,5.0,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,31,20002.50864116032
29281,6240,24.0,4.9,Cloudy,Low,2,Meal,scooter,1.0,No,Urban,22,20002.49103071144
29282,35187,31.0,4.5,Sandstorms,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,41,20002.50820150345
29283,12316,39.0,4.8,Stormy,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,48,20002.51876818046
29284,6207,35.0,4.9,Cloudy,Jam,2,Meal,scooter,1.0,No,Metropolitian,26,20002.513693354125
29285,13303,31.0,4.0,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,36,20002.51163513724
29286,7170,33.0,4.7,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,50,20002.48825197067
29287,29443,22.0,4.8,Cloudy,Jam,1,Snack,scooter,1.0,No,Metropolitian,31,20002.508989400027
29288,23590,35.0,4.9,Sunny,Jam,2,Meal,scooter,1.0,No,Metropolitian,27,20002.511433471653
29289,39805,20.0,4.7,Sandstorms,Low,1,Drinks,scooter,0.0,No,Metropolitian,15,20002.489797876482
29290,33785,39.0,4.2,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,22,20002.519663821015
29291,37500,34.0,4.8,Stormy,High,0,Snack,motorcycle,1.0,No,Urban,32,20002.51746255968
29292,28853,27.0,4.9,Sunny,Low,1,Buffet,motorcycle,1.0,No,Urban,29,20002.506282477418
29293,24127,33.0,4.2,Stormy,Jam,0,Snack,motorcycle,1.0,No,Urban,32,20002.513899246234
29294,18312,39.0,5.0,Sunny,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,19,20002.51764049158
29295,350,27.0,4.8,Sunny,Low,1,Meal,motorcycle,0.0,No,Metropolitian,15,20002.520231456303
29296,32991,33.0,3.8,Sandstorms,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,33,20002.508327409643
29297,36404,37.0,4.7,Sunny,Medium,1,Snack,scooter,1.0,No,Metropolitian,24,20002.488253978947
29298,25563,26.0,4.1,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,25,20002.518758309845
29299,40302,32.0,4.9,Sunny,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,27,20002.508943501944
29300,35268,39.0,4.5,Stormy,Medium,1,Meal,scooter,0.0,No,Metropolitian,39,20002.50574438047
29301,44496,33.0,4.1,Fog,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,34,20002.505119206584
29302,41390,31.0,4.6,Windy,Medium,0,Drinks,motorcycle,1.0,No,,32,20002.518810539957
29303,33332,28.0,5.0,Sandstorms,High,2,Drinks,scooter,0.0,No,Metropolitian,15,20002.5202513016
29304,10367,39.0,5.0,Fog,High,1,Drinks,motorcycle,1.0,No,Urban,29,20002.517566525592
29305,33690,23.0,4.8,Stormy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,25,20002.518679857174
29306,3385,29.0,5.0,Sandstorms,Jam,0,Snack,motorcycle,0.0,No,Urban,31,20002.49755375624
29307,36701,21.0,3.1,Sunny,Low,1,Buffet,scooter,0.0,No,Metropolitian,34,20002.50551169975
29308,30554,20.0,4.0,Cloudy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,33,20002.511897800825
29309,31932,38.0,4.8,Sunny,Low,2,Meal,scooter,1.0,No,Metropolitian,17,20002.519721287736
29310,7959,34.0,4.1,Stormy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,37,20002.50832997308
29311,19091,37.0,4.5,Sunny,High,0,Snack,motorcycle,0.0,No,Metropolitian,26,20002.52023586396
29312,14516,23.0,4.5,Windy,Medium,2,Buffet,scooter,0.0,No,Metropolitian,21,20002.506281525788
29313,45203,38.0,4.8,Cloudy,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,28,20002.498810337223
29314,45286,23.0,4.5,Cloudy,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,24,20002.51360337252
29315,22340,39.0,4.8,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,25,20002.52024267056
29316,30522,36.0,4.2,Stormy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,30,20002.520236428187
29317,36303,25.0,2.9,Sunny,Low,2,Buffet,scooter,2.0,No,Metropolitian,40,20002.511897078177
29318,27304,23.0,4.6,Fog,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,38,20002.498495563595
29319,18316,33.0,3.5,Sunny,Jam,1,Drinks,scooter,1.0,No,Metropolitian,34,20002.508672734006
29320,26973,36.0,4.9,Cloudy,Jam,0,Buffet,motorcycle,1.0,No,Urban,53,20002.499370722137
29321,28315,35.0,4.8,Fog,Low,2,Snack,scooter,0.0,No,Metropolitian,17,20002.51569861108
29322,7777,29.0,4.6,Fog,Low,1,Drinks,scooter,1.0,No,Metropolitian,27,20002.50511742736
29323,32930,35.0,4.5,Sandstorms,Medium,2,Meal,electric_scooter,0.0,No,Urban,30,20002.505423915463
29324,17205,36.0,4.4,Stormy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,46,20002.51619690477
29325,26639,28.0,4.6,Sandstorms,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,13,20002.513993307904
29326,24662,32.0,5.0,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,27,20002.518719891632
29327,41071,35.0,4.7,Stormy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,23,20002.489794529407
29328,15994,20.0,4.7,Fog,Medium,0,Meal,motorcycle,0.0,No,Urban,20,20002.513443211963
29329,44753,21.0,4.5,Sunny,Jam,1,Drinks,scooter,0.0,No,Urban,10,20002.508668301314
29330,30286,37.0,5.0,Sunny,Jam,2,Buffet,scooter,1.0,No,,22,20002.51589297496
29331,10889,21.0,4.7,Fog,High,1,Meal,scooter,1.0,No,Metropolitian,28,20002.517378989567
29332,29150,29.0,4.9,Sunny,Low,2,Meal,motorcycle,1.0,No,Metropolitian,19,20002.51569856736
29333,7645,25.0,4.2,Sunny,Jam,0,Drinks,motorcycle,2.0,Yes,Metropolitian,48,20002.513796399122
29334,14116,35.0,4.5,Windy,Low,1,Snack,motorcycle,0.0,No,Urban,20,20002.51969448918
29335,9589,20.0,4.5,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,28,20002.520241974802
29336,41463,25.0,4.8,Sandstorms,Medium,2,Snack,scooter,1.0,No,Urban,24,20002.51569941572
29337,2833,39.0,4.0,Fog,Low,0,Meal,motorcycle,2.0,No,Metropolitian,38,20002.498234477815
29338,26756,28.0,4.5,Fog,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,19,20002.515687546602
29339,23790,20.0,4.9,Cloudy,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,20,20002.49100521461
29340,40124,30.0,4.9,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,42,20002.505075892223
29341,38176,25.0,4.3,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,22,20002.51395806151
29342,24624,27.0,2.5,Sunny,Low,1,Drinks,motorcycle,2.0,No,Metropolitian,44,20002.510921865294
29343,28324,35.0,4.6,Windy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,26,20002.48848870935
29344,38611,38.0,4.9,Fog,Low,0,Buffet,motorcycle,1.0,No,Urban,27,20002.51375728816
29345,40578,21.0,4.9,Sandstorms,Low,1,Meal,scooter,1.0,No,Metropolitian,14,20002.519663796043
29346,9979,22.0,4.3,Sunny,High,0,Drinks,motorcycle,1.0,No,Metropolitian,43,20002.51732220814
29347,38633,39.0,4.4,Fog,Jam,1,Meal,motorcycle,1.0,No,Urban,32,20002.515958516797
29348,18259,39.0,4.1,Sandstorms,Medium,1,Buffet,scooter,2.0,No,Metropolitian,33,20002.489798503626
29349,14549,20.0,4.7,Fog,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,28,20002.511674477482
29350,36863,28.0,4.7,Sandstorms,Jam,2,Meal,scooter,0.0,No,Metropolitian,15,20002.489801119864
29351,19073,31.0,4.8,Sunny,Low,1,Buffet,scooter,1.0,No,Metropolitian,18,20002.488483638954
29352,3990,20.0,3.1,Sunny,Low,1,Meal,motorcycle,0.0,No,Metropolitian,35,20002.48594039639
29353,14799,30.0,4.0,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,27,20002.516059232465
29354,40923,21.0,4.6,Stormy,Jam,2,Buffet,motorcycle,1.0,No,,16,20002.511432917407
29355,2785,31.0,4.0,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,30,20002.51966901131
29356,3880,33.0,4.7,Sunny,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,24,20002.51569819301
29357,33861,23.0,4.9,Stormy,Medium,2,Buffet,motorcycle,0.0,No,Metropolitian,26,20002.511897076034
29358,37953,26.0,4.7,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,24,20002.51732220814
29359,41469,21.0,4.7,Sandstorms,Medium,2,Meal,electric_scooter,0.0,No,Metropolitian,24,20002.50554574344
29360,11975,21.0,4.1,Sandstorms,Low,0,Snack,motorcycle,,No,Metropolitian,21,20002.514364983577
29361,7746,24.0,5.0,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,24,20002.49801631282
29362,36713,20.0,4.6,Stormy,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,16,20002.489332762238
29363,26505,23.0,4.7,Sandstorms,Medium,1,Drinks,scooter,1.0,No,Metropolitian,26,20002.513947610292
29364,34932,34.0,4.9,Windy,Low,2,Snack,scooter,1.0,No,Metropolitian,29,20002.52023499439
29365,35654,24.0,4.6,Fog,High,0,Drinks,motorcycle,1.0,No,Urban,28,20002.517480280752
29366,10109,27.0,4.6,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Urban,15,20002.51755466476
29367,25092,31.0,4.3,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,41,20002.513899995552
29368,37122,31.0,4.6,Stormy,Low,1,Buffet,scooter,1.0,No,Metropolitian,17,20002.489133899824
29369,5666,21.0,4.9,Sunny,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,24,20002.500059643884
29370,32940,34.0,4.4,Windy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,34,20002.505424635005
29371,33407,39.0,4.8,Windy,Low,1,Buffet,scooter,1.0,No,Metropolitian,28,20002.504715476327
29372,3407,37.0,4.6,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,28,20002.511096010032
29373,22880,28.0,4.8,Sandstorms,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,33,20002.505424635005
29374,5065,,,Fog,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,33,20002.511162877894
29375,1548,36.0,4.8,Sunny,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,28,20002.51621695843
29376,7435,35.0,4.7,Sandstorms,Jam,1,Meal,scooter,1.0,No,Metropolitian,25,20002.505742191417
29377,10024,33.0,4.0,Windy,Medium,0,Snack,motorcycle,,No,Metropolitian,32,20002.51746207474
29378,33804,37.0,4.2,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,22,20002.51970719018
29379,11814,,,Sunny,Low,2,Buffet,motorcycle,1.0,No,Urban,13,20002.520231456303
29380,14419,29.0,4.5,Fog,Low,2,Snack,motorcycle,0.0,No,Metropolitian,13,20002.513618891924
29381,18827,34.0,4.1,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,37,20002.511544385357
29382,29113,35.0,5.0,Cloudy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,17,20002.518858543306
29383,39807,26.0,4.7,Cloudy,Jam,0,Meal,motorcycle,1.0,Yes,Metropolitian,45,20002.498717686212
29384,8418,22.0,4.9,Windy,High,1,Meal,motorcycle,0.0,No,Urban,14,20002.517491274833
29385,9582,37.0,5.0,Cloudy,Jam,1,Snack,scooter,1.0,No,Metropolitian,43,20002.5121775514
29386,41209,30.0,4.7,Sunny,Low,2,Snack,scooter,1.0,No,Urban,15,20002.52023641498
29387,28666,28.0,4.5,Stormy,Low,1,Snack,scooter,0.0,No,Metropolitian,14,20002.505894731334
29388,12458,23.0,5.0,Cloudy,Jam,2,Drinks,scooter,2.0,No,Metropolitian,42,20002.488496066107
29389,13107,26.0,4.5,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,45,20002.50928183873
29390,12467,39.0,4.7,Windy,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,26,20002.489799012044
29391,32332,32.0,5.0,Cloudy,Low,1,Drinks,scooter,1.0,No,Metropolitian,19,20002.519700149176
29392,41725,33.0,4.8,Sunny,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,28,20002.513958051528
29393,41389,37.0,4.7,Stormy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,26,20002.519669343284
